,"joints, and long, tapering fingers and toes (arachnodactyly; see Figure 110). Cardiovascular––cystic medial necrosis of aorta → aortic incompetence and"
,"dissecting aortic aneurysms. Floppy mitral valve. Ocular––subluxation of lenses."
"multiple endocrine neoplasias"," several distinct syndromes ( 1, 2A, 2B) characterized by familial tumors of endocrine glands, including pancreas, parathyroids,pituitary, thyroid, and adrenal medulla. MEN2A, 2B are associated with ret gene. "
"Neurofibromatosis type 1 (von Recklinghausen’s disease)","Findings: café-au-lait spots, neural tumors, Lisch nodules (pigmented iris hamartomas). Also marked by skeletal disorders (e.g., scoliosis), optic pathway gliomas, pheochromocytoma, and ↑ tumor susceptibility. On long arm of chromosome 17; 17 letters in von Recklinghausen."
"Neurofibromatosis type 2","Bilateral acoustic neuroma, juvenile cataracts. NF2 gene on chromosome 22; type 2 = 22."
"Tuberous sclerosis","Findings: facial lesions (adenoma sebaceum), hypopigmented “ash leaf spots” on skin, cortical and retinal hamartomas, seizures, mental retardation, renal cysts and renal angiomyolipomas, cardiac rhabdomyomas, ↑ incidence of astrocytomas. Incomplete penetrance, variable presentation."
"von Hippel–Lindau disease","Findings: hemangioblastomas of retina/cerebellum/medulla; about half of affected individuals develop multiple bilateral renal cell carcinomas and other tumors. Associated with deletion of VHL gene (tumor suppressor) on chromosome 3 (3p). Von Hippel–Lindau = 3 words for chromosome 3."
,"constitutive expression of HIF ( transcription factor) and activation of angiogenic growth factor. "
"Cystic fibrosis","Autosomal-recessive defect in CFTR gene on chromosome 7, commonly deletion of Phe 508. CFTRchannelactivelysecretesCl– inlungsand GI tract and actively reabsorbs Cl– from sweat."
,"Defective Cl− channel → secretion of abnormally thick mucus that plugs lungs, pancreas, and liver → recurrent pulmonary infections (Pseudomonas species and S. aureus),"
,"chronic bronchitis, bronchiectasis, pancreatic insufficiency (malabsorption and steatorrhea), meconium ileus in newborns. ↑ concentration of Cl− ions in sweat test is diagnostic."
,"Treatment: N-acetylcysteine to loosen mucous plugs."
"Duchenne’s (X-linked)","Frame-shift mutation → deletion of dystrophin gene → accelerated muscle breakdown. Onset before 5 years of age. Weakness begins in pelvic girdle muscles and progresses superiorly. Pseudohypertrophy of calf muscles due to fibrofatty replacement of muscle; cardiac myopathy. The use of Gowers’ maneuver, requiring assistance of the upper extremities to stand up, is characteristic (indicates proximal lower limb weakness)."
,"Diagnose muscular dystrophies by ↑ CPK and muscle biopsy."
"Try (trinucleotide) hunting for my fried eggs (X).","huntington's disease= CAG. Myotonic dystrophy= CTG, Fragile X syndrome= CGG, Friedreich's ataxia= GAA "
"Down syndrome ","flate facies, congenital heart disease ( most commonly septum-primum-type ASD). Associated with increase risk of ALL and Alzheimer's disease ( > 35 years old.) "
,"95% of cases due to meiotic nondisjunction of homologous chromosomes ( associated with advanced maternal age). 4% of cases due to robertsonian translocation. 1% of cases due to down mosaicism ( no maternal association). "
"pregnancy screen of down syndrome","decrease a-fetoprotein, decrease estriol, increase b-hCG, increase inhibin A. "
"edwards syndrome","congenital heart disease, death usually occurs within 1 year of birth. Most common trisomy resulting in live birth after down syndrome. "
"patau's syn ","congenital heart disease, death usually occurs within 1 year of birth. Holoprosencephaly. "
"robertsonian translocation ","nonrecciprocal chromosomal translocation. "
,"unbalanced translocations "
,"balanced translocations. "
"nonreciprocal chromosal translocation "," commonly involves chromosome pairs 13, 14, 15, 21 and 22"
,"long arems of 2 acrocentric chromosomes ( chromosomes with centromeres near their ends) fuse at the centromere and the 2 short arms are lost. "
"balanced translocations ","normally do not cause any abnomal phenotype. "
"unbalanced translocations ","result in miscarriage, still birth, and chromosomal imbalance ( e. g. down syndrome, patau's syndrome) "
"Chromosomal inversions","chromosome rearrangement in which a segment of a chromosome is reversed end to end. May result in decrease fertility. "
"Pericentric","Involves centromere; proceeds through meiosis."
"Paracentric ","Does not involve centromere; does not proceed through meiosis."
"williams syndrome","congenital microdeletion of long arm of chromosome 7 ( deleted region includes elastin gene). Findings= distinctive “elfin” facies, mental retardation, hypercalcemia ( increase sensitivity to vitamin D), well-developed verbal skills, extreme friendliness with strangers, cardiovascular problems. "
"rich in Rough endoplamic reticulum ","Mucus-secreting goblet cells of the small intestine and antibody-secreting plasma cells. "
"Cell cycle phases","Checkpoints control transitions between phases; regulated by cyclins, CDKs, and tumor suppressors"
,"Mitosis (shortest phase): prophase-metaphase- anaphase-telophase. G1 and G0 are of variable duration."
,"G stands for Gap or Growth; S for Synthesis."
"CDKs–","Cyclin-dependent kinases, constitutive and inactive. "
"Cyclins––","regulatory proteins that control cell cycle events. "
,"phase specific, activate CDKs."
"Cyclin-CDK complexes","must be both activated"
,"and inactivated for cell cycle to progress."
"Rb and p53 tumor suppressors ","normally
inhibit G1-to-S progression; mutations in these genes result in unrestrained growth."
"Permanent cells","Remain in G0, regenerate from stem cells."
,"Neurons, skeletal and cardiac muscle cells, and RBCs remain in G0."
"Stable (quiescent) cells","Enter G1 from G0 when stimulated."
,"Hepatocytes, lymphocytes."
"Labile cells","Never go to G0, divide rapidly with a short G1."
,"Bone marrow, gut epithelium, skin, hair follicles."
"Functions of Golgi apparatus",". Distribution center of proteins and lipids from ER to the plasma membrane, lysosomes, and secretory vesicles"
,"2. Modifies N-oligosaccharides on asparagine 3. Adds O-oligosaccharides to serine and threonine"
,"residues 4. Addition of mannose-6-phosphate to specific"
,"lysosomal proteins, which targets the protein"
,"to the lysosome 5. Proteoglycan assembly from proteoglycan core"
,"proteins 6. Sulfation of sugars in proteoglycans and of"
,"selected tyrosine on proteins"
"Vesicular trafficking proteins:","COPI: retrograde,"
,"Golgi → ER. COPII: anterograde, RER → cis-Golgi."
,"Clathrin: trans-Golgi → lysosomes, plasma membrane → endosomes (receptor-mediated endocytosis)."
"present of chediak higashi syndrome "," recurrent pyogenic infections, partial albinism, and peripheral neuropathy."
"Microtubule","Cylindrical structure composed of a helical array of polymerized dimers of α- and β-tubulin. Each dimer has 2 GTP bound. Incorporated into flagella, cilia, mitotic spindles. Grows slowly, collapses quickly. Microtubules are also involved in slow axoplasmic transport in neurons."
"Kartagener’s syndrome","Results in male and female infertility (sperm immotile), bronchiectasis, and recurrent sinusitis (bacteria and particles not pushed out); associated with situs inversus."
"Plasma membrane composition","Asymmetric fluid bilayer. Contains cholesterol (~50%), phospholipids (~50%), sphingolipids, glycolipids,"
,"and proteins. High cholesterol or long saturated fatty acid content → ↑ melting temperature, ↓ fluidity."
"Ouabain","inhibits Na+-K+ ATPase  by binding to K+ site."
"Cardiac glycosides","digoxin and digitoxin from foxglove) also inhibit the Na+-K+ ATPase, causing ↑ cardiac contractility."
,"indirect inhibition of Na/Ca exchange. Increase [Ca] inside of the cardiac muslce cell"
"Be (So Totally) Cool, Read Books.","Type I: BONE."
,"Type II: carTWOlage."
,"Type III (Reticulin)"
,"Type IV: Under the floor (basement membrane)."
"Collagen synthesis and structure","Inside fibroblasts"
,"1. Synthesis (RER)"
,"2. Hydroxylation (ER)"
,"3. Glycosylation (ER)"
,"4. Exocytosis"
,"Outside fibroblasts"
,"5. Proteolytic processing"
,"6. Cross-linking"
"Synthesis (RER)","Translation of collagen α chains (preprocollagen)— usually Gly-X-Y polypeptide (X and Y are proline, hydroxyproline, or hydroxylysine)."
"Hydroxylation (ER)","Hydroxylation of specific proline and lysine residues (requires vitamin C)."
"Glycosylation (ER)","Glycosylation of pro-α-chain lysine residues and formation of procollagen (triple helix of 3 collagen α chains)."
"Exocytosis","Exocytosis of procollagen into extracellular space."
"Proteolytic processing","Cleavage of terminal regions of procollagen transforms it into insoluble tropocollagen."
"Cross-linking","Reinforcement of many staggered tropocollagen molecules by covalent lysine-hydroxylysine cross-linkage (by lysyl oxidase) to make collagen fibrils."
"Ehlers-Danlos syndrome","Faulty collagen synthesis causing: 1. Hyperextensible skin 2. Tendency to bleed (easy bruising) 3. Hypermobile joints"
"Osteogenesis imperfecta","Most common form is autosomal-dominant with abnormal collagen type I."
,"1. Multiple fractures occurring with minimal trauma (brittle bone disease), which may occur during the birth process"
,"2. Blue sclerae due to the translucency of the connective tissue over the choroid"
,"3. Hearing loss (abnormal middle ear bones) 4. Dental imperfections due to lack of dentin"
,"May be confused with child abuse."
,"Type II is fatal in utero or in the neonatal period."
,"Incidence is 1:10,000."
"alport's syndrome ","due to a variety of gene defects resulting in abnormal type IV collagen. Most common form is X-linked recessive. Characterized by progressive hereditary nephritis and deafness. May be associated with ocular disturbances. Typer IV collagen is an important structural component of the basement membrane of the kidney, ears, and eyes. "
"Elastin","Stretchy protein within lungs, large arteries, elastic ligaments, vocal cords, ligamenta flava (connect vertebrae)."
,"Rich in proline and glycine, nonglycosylated forms. Tropoelastin with fibrillin scaffolding. Relaxed and stretched conformations. α1-antitrypsin inhibits elastase."
